date,ingredient,quantity_used
2025-12-22,Rice (Bomba),65.751
2025-12-22,Seafood Mix,113.3
2025-12-22,Olive Oil,26.25
2025-12-22,Wine Bottle (Red),15.75
2025-12-22,Beer Keg (30L),35.1
2025-12-22,Coffee Beans,1.515
2025-12-22,Beef Steak,1.8
2025-12-22,Potatoes,16.564
2025-12-22,Eggs,57.0
2025-12-22,Onions,1.9
2025-12-22,Chicken,6.767
2025-12-22,Lettuce,1.7
2025-12-23,Rice (Bomba),52.2675
2025-12-23,Seafood Mix,90.25
2025-12-23,Olive Oil,21.65
2025-12-23,Sangria Mix,85.0
2025-12-23,Beer Keg (30L),41.7
2025-12-23,Coffee Beans,1.2877
2025-12-23,Wine Bottle (Red),15.45
2025-12-23,Chicken,8.282
2025-12-23,Potatoes,17.776
2025-12-23,Lettuce,2.6
2025-12-23,Eggs,66.0
2025-12-23,Onions,2.2
2025-12-24,Sangria Mix,57.0
2025-12-24,Wine Bottle (Red),8.25
2025-12-24,Rice (Bomba),30.906
2025-12-24,Seafood Mix,52.0
2025-12-24,Olive Oil,11.2
2025-12-24,Coffee Beans,0.909
2025-12-24,Beer Keg (30L),19.5
2025-12-24,Chicken,6.666
2025-12-24,Potatoes,6.868
2025-12-24,Lettuce,1.8
2025-12-24,Beef Steak,0.6
2025-12-24,Eggs,24.0
2025-12-24,Onions,0.8
2025-12-25,Rice (Bomba),68.3265
2025-12-25,Seafood Mix,116.35
2025-12-25,Olive Oil,26.55
2025-12-25,Beer Keg (30L),33.9
2025-12-25,Wine Bottle (Red),18.0
2025-12-25,Sangria Mix,102.0
2025-12-25,Coffee Beans,1.8634
2025-12-25,Eggs,69.0
2025-12-25,Potatoes,16.867
2025-12-25,Onions,2.3
2025-12-25,Chicken,8.383
2025-12-25,Lettuce,2.5
2025-12-25,Beef Steak,0.6
2025-12-26,Sangria Mix,130.0
2025-12-26,Wine Bottle (Red),19.35
2025-12-26,Beer Keg (30L),42.6
2025-12-26,Coffee Beans,1.3786
2025-12-26,Rice (Bomba),63.327
2025-12-26,Seafood Mix,110.1
2025-12-26,Olive Oil,26.15
2025-12-26,Eggs,90.0
2025-12-26,Potatoes,18.281
2025-12-26,Onions,3.0
2025-12-26,Chicken,9.595
2025-12-26,Lettuce,2.9
2025-12-26,Beef Steak,0.3
2025-12-27,Rice (Bomba),33.027
2025-12-27,Seafood Mix,56.7
2025-12-27,Olive Oil,13.15
2025-12-27,Wine Bottle (Red),9.45
2025-12-27,Sangria Mix,63.0
2025-12-27,Beer Keg (30L),25.2
2025-12-27,Coffee Beans,0.8333
2025-12-27,Chicken,4.747
2025-12-27,Potatoes,9.09
2025-12-27,Lettuce,1.3
2025-12-27,Eggs,39.0
2025-12-27,Onions,1.3
2025-12-27,Beef Steak,0.6
2025-12-28,Sangria Mix,100.0
2025-12-28,Beer Keg (30L),43.8
2025-12-28,Rice (Bomba),62.418
2025-12-28,Seafood Mix,107.8
2025-12-28,Olive Oil,25.15
2025-12-28,Coffee Beans,1.1817
2025-12-28,Wine Bottle (Red),15.45
2025-12-28,Chicken,10.807
2025-12-28,Potatoes,18.584
2025-12-28,Lettuce,3.3
2025-12-28,Eggs,57.0
2025-12-28,Onions,1.9
2025-12-28,Beef Steak,0.6
2025-12-29,Rice (Bomba),41.9655
2025-12-29,Seafood Mix,72.25
2025-12-29,Olive Oil,16.7
2025-12-29,Wine Bottle (Red),9.6
2025-12-29,Chicken,4.949
2025-12-29,Potatoes,11.312
2025-12-29,Lettuce,1.5
2025-12-29,Beer Keg (30L),20.4
2025-12-29,Sangria Mix,69.0
2025-12-29,Coffee Beans,1.1514
2025-12-29,Eggs,33.0
2025-12-29,Onions,1.1
2025-12-29,Beef Steak,1.5
2025-12-30,Chicken,8.888
2025-12-30,Potatoes,20.907
2025-12-30,Lettuce,2.4
2025-12-30,Beer Keg (30L),39.0
2025-12-30,Sangria Mix,111.0
2025-12-30,Coffee Beans,1.5453
2025-12-30,Rice (Bomba),70.4475
2025-12-30,Seafood Mix,120.85
2025-12-30,Olive Oil,28.45
2025-12-30,Wine Bottle (Red),17.4
2025-12-30,Eggs,87.0
2025-12-30,Onions,2.9
2025-12-30,Beef Steak,0.9
2025-12-31,Coffee Beans,1.4998
2025-12-31,Beer Keg (30L),44.4
2025-12-31,Sangria Mix,133.0
2025-12-31,Wine Bottle (Red),16.35
2025-12-31,Rice (Bomba),61.509
2025-12-31,Seafood Mix,105.7
2025-12-31,Olive Oil,24.65
2025-12-31,Potatoes,19.695
2025-12-31,Chicken,11.918
2025-12-31,Lettuce,3.4
2025-12-31,Eggs,60.0
2025-12-31,Onions,2.0
2025-12-31,Beef Steak,0.6
